distance_km,traffic,hour,weekday,type_route,weather,duration_minutes
1980.09,MEDIUM,18,2,MIXED,CLEAR,2376.11
2812.2,LOW,6,2,URBAN,CLEAR,5624.4
1705.41,LOW,5,2,HIGHWAY,CLEAR,1023.25
1484.64,LOW,21,6,URBAN,SNOW,4453.92
2664.72,LOW,17,6,MIXED,CLEAR,3054.28
2621.77,LOW,17,1,HIGHWAY,CLEAR,1573.06
1151.39,LOW,16,6,URBAN,RAIN,2648.2
2413.28,MEDIUM,3,3,HIGHWAY,CLEAR,1809.96
551.89,LOW,1,4,URBAN,RAIN,1269.35
2302.61,LOW,1,5,URBAN,CLEAR,4605.22
84.13,LOW,18,6,HIGHWAY,RAIN,58.05
1815.77,HIGH,9,2,MIXED,CLEAR,3631.54
2981.28,LOW,21,0,URBAN,CLEAR,5962.56
304.34,LOW,7,3,MIXED,CLEAR,260.86
1651.19,LOW,6,0,MIXED,CLEAR,1415.31
2267.5,LOW,21,5,URBAN,FOG,5668.75
1437.91,LOW,19,5,URBAN,CLEAR,2875.82
2566.62,LOW,15,2,HIGHWAY,CLEAR,1539.97
1320.37,HIGH,20,3,HIGHWAY,CLEAR,1320.37
1659.15,LOW,0,0,URBAN,RAIN,3816.05
1511.71,LOW,10,2,MIXED,CLEAR,1295.75
1484.22,LOW,13,2,URBAN,CLEAR,2968.44
687.08,MEDIUM,6,0,MIXED,CLEAR,824.5
2547.48,HIGH,20,5,MIXED,CLEAR,5094.96
2077.59,LOW,22,3,MIXED,RAIN,2047.91
1153.79,MEDIUM,14,0,HIGHWAY,CLEAR,865.34
1543.64,LOW,16,0,MIXED,RAIN,1521.59
201.13,HIGH,11,6,URBAN,CLEAR,1206.78
2110.05,LOW,12,3,MIXED,CLEAR,1808.61
2578.77,LOW,4,4,MIXED,FOG,2762.97
1526.1,LOW,16,5,MIXED,CLEAR,1308.09
944.14,MEDIUM,21,5,HIGHWAY,CLEAR,708.11
1148.53,MEDIUM,23,2,MIXED,CLEAR,1378.24
2461.94,LOW,19,6,HIGHWAY,RAIN,1698.74
1164.89,MEDIUM,14,1,MIXED,CLEAR,1397.87
775.45,LOW,2,6,HIGHWAY,CLEAR,465.27
2415.19,MEDIUM,18,1,URBAN,CLEAR,7245.57
1150.15,HIGH,17,4,HIGHWAY,RAIN,1322.67
2839.62,LOW,5,0,HIGHWAY,CLEAR,1703.77
112.56,LOW,12,5,URBAN,CLEAR,225.12
604.51,LOW,9,2,HIGHWAY,CLEAR,459.74
292.13,MEDIUM,23,3,HIGHWAY,RAIN,251.96
636.25,MEDIUM,18,0,HIGHWAY,FOG,596.48
1573.05,HIGH,12,1,MIXED,RAIN,3618.01
417.01,MEDIUM,18,6,URBAN,CLEAR,1251.03
2887.07,HIGH,21,1,URBAN,CLEAR,17322.42
910.0,HIGH,1,5,HIGHWAY,CLEAR,910.0
146.81,LOW,3,6,HIGHWAY,CLEAR,88.09
407.89,LOW,9,6,URBAN,CLEAR,815.78
1686.66,LOW,10,3,MIXED,CLEAR,1445.71
1227.56,LOW,11,2,HIGHWAY,CLEAR,736.54
2448.4,MEDIUM,14,5,MIXED,CLEAR,2938.08
553.79,MEDIUM,1,1,HIGHWAY,CLEAR,415.34
2362.77,HIGH,20,4,MIXED,CLEAR,4725.54
462.11,MEDIUM,12,0,HIGHWAY,RAIN,398.57
2796.23,LOW,5,0,MIXED,CLEAR,2396.77
2101.14,HIGH,0,5,URBAN,CLEAR,24027.15
267.44,MEDIUM,7,2,MIXED,RAIN,369.07
551.22,MEDIUM,17,6,URBAN,RAIN,1901.71
1259.53,MEDIUM,21,1,HIGHWAY,CLEAR,944.65
1030.22,MEDIUM,16,0,HIGHWAY,CLEAR,772.67
2207.43,LOW,1,5,HIGHWAY,CLEAR,1324.46
1547.62,LOW,16,3,URBAN,CLEAR,3095.24
256.28,MEDIUM,17,2,URBAN,CLEAR,768.84
1263.81,LOW,2,2,URBAN,CLEAR,2527.62
2133.73,LOW,3,5,URBAN,CLEAR,4267.46
2068.54,MEDIUM,7,0,URBAN,RAIN,7136.46
550.49,LOW,11,2,MIXED,CLEAR,471.85
1371.41,LOW,10,5,URBAN,RAIN,3154.24
266.44,MEDIUM,19,3,URBAN,CLEAR,799.32
414.93,MEDIUM,14,1,URBAN,CLEAR,1244.79
1030.15,LOW,11,5,HIGHWAY,CLEAR,618.09
434.5,LOW,5,6,MIXED,FOG,465.54
74.79,HIGH,7,0,MIXED,CLEAR,149.58
2684.77,LOW,12,1,URBAN,SNOW,8054.31
41.53,HIGH,12,2,URBAN,CLEAR,249.18
2189.6,LOW,17,3,HIGHWAY,CLEAR,1313.76
258.37,HIGH,0,4,HIGHWAY,RAIN,297.13
316.45,LOW,1,4,MIXED,FOG,339.05
1941.03,MEDIUM,19,0,MIXED,CLEAR,2329.24
259.1,LOW,21,6,URBAN,CLEAR,518.2
1976.49,HIGH,15,5,URBAN,CLEAR,11858.94
52.35,LOW,12,3,URBAN,RAIN,120.4
1242.46,LOW,3,4,URBAN,RAIN,2857.66
153.02,LOW,0,2,HIGHWAY,SNOW,137.72
2284.13,MEDIUM,19,2,MIXED,CLEAR,2740.96
315.26,LOW,5,1,URBAN,RAIN,725.1
2919.54,MEDIUM,6,6,HIGHWAY,RAIN,2518.1
963.66,LOW,4,2,MIXED,CLEAR,825.99
2889.54,LOW,0,4,HIGHWAY,RAIN,1993.78
634.1,LOW,3,3,HIGHWAY,SNOW,570.69
798.09,LOW,12,4,HIGHWAY,CLEAR,478.85
994.57,LOW,17,3,HIGHWAY,CLEAR,596.74
1164.0,LOW,19,4,URBAN,FOG,2910.0
353.03,LOW,7,4,MIXED,CLEAR,302.6
505.17,MEDIUM,3,2,HIGHWAY,CLEAR,378.88
2240.49,LOW,15,4,MIXED,CLEAR,1920.42
2423.8,MEDIUM,0,6,URBAN,CLEAR,7271.4
2677.08,LOW,7,2,MIXED,CLEAR,2294.64
2948.13,MEDIUM,0,2,URBAN,CLEAR,8844.39
1087.54,LOW,9,4,URBAN,CLEAR,2175.08
2360.13,LOW,2,1,MIXED,RAIN,2326.41
1248.0,LOW,16,4,URBAN,RAIN,2870.4
999.54,HIGH,2,1,URBAN,CLEAR,5997.24
492.52,MEDIUM,21,3,URBAN,FOG,1846.95
2487.64,MEDIUM,12,5,MIXED,FOG,3731.46
401.11,MEDIUM,10,3,URBAN,CLEAR,1203.33
2160.73,LOW,15,3,URBAN,SNOW,6482.19
2302.77,LOW,15,5,HIGHWAY,CLEAR,1381.66
2909.59,HIGH,11,5,HIGHWAY,RAIN,3346.03
2644.32,MEDIUM,5,5,URBAN,FOG,9916.2
1553.42,MEDIUM,0,6,MIXED,CLEAR,1864.1
1627.87,MEDIUM,11,4,MIXED,RAIN,2940.44
1773.25,MEDIUM,8,0,MIXED,FOG,2659.88
1518.61,LOW,2,5,HIGHWAY,CLEAR,911.17
384.65,MEDIUM,4,3,HIGHWAY,CLEAR,288.49
2147.41,MEDIUM,11,2,URBAN,CLEAR,6442.23
600.56,MEDIUM,2,1,MIXED,CLEAR,720.67
2155.99,LOW,10,0,HIGHWAY,RAIN,1487.63
1113.03,LOW,15,0,URBAN,RAIN,2559.97
2262.6,MEDIUM,11,3,URBAN,CLEAR,6787.8
1041.54,MEDIUM,5,6,HIGHWAY,SNOW,1171.73
2609.89,LOW,18,2,URBAN,CLEAR,5219.78
1275.42,HIGH,20,5,MIXED,RAIN,2933.47
2686.01,HIGH,23,3,URBAN,FOG,20145.08
239.31,HIGH,1,1,HIGHWAY,CLEAR,239.31
465.64,MEDIUM,2,5,HIGHWAY,CLEAR,349.23
2369.71,HIGH,5,2,URBAN,CLEAR,14218.26
709.8,MEDIUM,9,4,MIXED,SNOW,1277.64
1375.45,LOW,1,3,MIXED,CLEAR,1178.96
2456.46,MEDIUM,19,1,URBAN,CLEAR,7369.38
2789.29,MEDIUM,15,6,URBAN,CLEAR,8367.87
974.56,LOW,21,2,HIGHWAY,SNOW,877.1
1061.75,MEDIUM,15,4,URBAN,CLEAR,3185.25
1533.41,MEDIUM,13,5,HIGHWAY,SNOW,1725.09
1615.83,LOW,7,2,URBAN,FOG,4039.57
2929.87,HIGH,0,1,URBAN,CLEAR,17579.22
1711.56,HIGH,9,1,URBAN,CLEAR,10269.36
580.08,LOW,5,5,URBAN,SNOW,1740.24
2383.01,MEDIUM,9,2,MIXED,CLEAR,2859.61
1218.03,MEDIUM,20,3,MIXED,CLEAR,1461.64
2343.57,LOW,21,0,MIXED,CLEAR,3573.79
2876.33,MEDIUM,4,1,HIGHWAY,SNOW,3235.87
2307.75,MEDIUM,4,4,MIXED,CLEAR,2769.3
305.09,MEDIUM,9,2,MIXED,CLEAR,366.11
361.04,LOW,17,3,HIGHWAY,FOG,429.04
2019.7,LOW,9,1,URBAN,RAIN,4645.31
1564.69,LOW,23,5,HIGHWAY,CLEAR,938.81
762.2,MEDIUM,6,4,HIGHWAY,RAIN,657.4
752.6,LOW,7,1,URBAN,CLEAR,1505.2
1882.7,LOW,10,0,HIGHWAY,CLEAR,1129.62
897.77,LOW,17,5,HIGHWAY,RAIN,619.46
2287.66,LOW,0,4,MIXED,CLEAR,1960.85
2012.18,HIGH,11,5,MIXED,RAIN,4628.01
2434.14,MEDIUM,20,0,URBAN,SNOW,10953.63
558.36,HIGH,16,5,MIXED,CLEAR,1116.72
2966.85,MEDIUM,17,1,URBAN,CLEAR,8900.55
150.43,HIGH,14,2,MIXED,CLEAR,300.86
1118.0,LOW,0,0,HIGHWAY,CLEAR,670.8
129.75,MEDIUM,12,0,HIGHWAY,CLEAR,167.43
1690.69,MEDIUM,10,4,MIXED,CLEAR,2028.83
243.38,LOW,14,2,URBAN,CLEAR,486.76
2229.21,MEDIUM,13,0,HIGHWAY,CLEAR,1671.91
1936.63,MEDIUM,11,2,MIXED,FOG,2904.95
883.29,MEDIUM,22,6,URBAN,CLEAR,2649.87
1124.12,LOW,7,3,URBAN,CLEAR,2248.24
1598.98,LOW,20,1,HIGHWAY,CLEAR,959.39
2906.75,HIGH,12,2,MIXED,CLEAR,5813.5
812.31,LOW,22,3,MIXED,CLEAR,696.27
2819.13,LOW,14,1,HIGHWAY,CLEAR,1691.48
1666.13,LOW,1,1,URBAN,CLEAR,3332.26
1044.07,MEDIUM,6,4,URBAN,CLEAR,3132.21
2146.52,MEDIUM,12,5,HIGHWAY,FOG,2012.36
467.1,LOW,2,3,HIGHWAY,CLEAR,280.26
1629.9,LOW,11,0,URBAN,CLEAR,3259.8
1032.69,LOW,22,6,HIGHWAY,RAIN,712.56
945.9,LOW,13,6,URBAN,CLEAR,1891.8
2154.26,HIGH,6,4,HIGHWAY,RAIN,2477.4
2248.41,HIGH,6,5,HIGHWAY,CLEAR,2248.41
1027.26,HIGH,23,3,URBAN,CLEAR,6163.56
898.99,LOW,12,1,URBAN,CLEAR,1797.98
2409.56,MEDIUM,21,3,URBAN,CLEAR,7228.68
216.92,LOW,18,3,HIGHWAY,RAIN,149.67
1897.13,LOW,11,4,URBAN,CLEAR,3794.26
1896.26,MEDIUM,11,5,HIGHWAY,CLEAR,1422.19
2387.09,LOW,2,0,HIGHWAY,SNOW,2148.38
1322.1,LOW,3,2,URBAN,CLEAR,2644.2
2743.4,HIGH,16,5,HIGHWAY,CLEAR,2743.4
273.32,HIGH,6,2,URBAN,FOG,2049.9
2350.28,HIGH,17,5,URBAN,CLEAR,14101.68
2994.36,HIGH,19,2,URBAN,CLEAR,17966.16
947.4,MEDIUM,12,4,HIGHWAY,CLEAR,710.55
491.92,MEDIUM,20,3,MIXED,CLEAR,590.3
2932.36,LOW,6,5,URBAN,CLEAR,5864.72
801.42,MEDIUM,11,3,MIXED,FOG,1202.13
242.87,LOW,1,0,HIGHWAY,CLEAR,145.72
934.77,LOW,6,6,HIGHWAY,CLEAR,560.86
2977.54,LOW,9,1,HIGHWAY,CLEAR,1786.52
2616.06,LOW,0,3,URBAN,FOG,6540.15
2826.76,LOW,19,3,MIXED,RAIN,2786.38
56.36,HIGH,7,4,MIXED,SNOW,169.08
1576.05,HIGH,12,4,HIGHWAY,RAIN,1812.46
1404.76,HIGH,15,6,URBAN,RAIN,9692.84
2762.68,MEDIUM,17,5,URBAN,FOG,10360.05
1668.92,MEDIUM,19,5,URBAN,CLEAR,5006.76
281.02,LOW,2,4,URBAN,CLEAR,562.04
2923.75,LOW,1,2,URBAN,CLEAR,5847.5
2232.69,MEDIUM,1,1,MIXED,CLEAR,2679.23
979.97,MEDIUM,10,1,HIGHWAY,FOG,918.72
1082.88,MEDIUM,4,0,MIXED,CLEAR,1299.46
2252.77,MEDIUM,19,0,MIXED,RAIN,3108.82
122.95,MEDIUM,4,2,URBAN,SNOW,553.28
425.43,LOW,3,1,URBAN,FOG,1063.58
1138.95,HIGH,11,1,URBAN,RAIN,7858.76
2487.5,LOW,15,4,MIXED,CLEAR,2132.14
2660.44,MEDIUM,15,4,HIGHWAY,CLEAR,1995.33
1923.97,LOW,14,3,MIXED,SNOW,2473.68
834.76,LOW,9,3,MIXED,CLEAR,715.51
2137.49,LOW,20,4,HIGHWAY,CLEAR,1282.49
1740.39,LOW,8,5,URBAN,CLEAR,3480.78
587.99,LOW,0,4,HIGHWAY,CLEAR,352.79
2458.95,LOW,1,0,URBAN,CLEAR,4917.9
1073.23,MEDIUM,13,3,URBAN,CLEAR,3219.69
165.01,LOW,15,0,MIXED,RAIN,162.65
2752.09,MEDIUM,19,5,MIXED,SNOW,4953.76
328.71,LOW,6,2,URBAN,CLEAR,657.42
2315.32,LOW,16,1,HIGHWAY,CLEAR,1389.19
2242.81,HIGH,23,4,MIXED,FOG,5607.02
1307.84,LOW,8,4,URBAN,CLEAR,2615.68
2602.76,LOW,5,2,URBAN,RAIN,5986.35
1417.89,LOW,21,6,MIXED,RAIN,1397.63
560.43,MEDIUM,17,4,MIXED,FOG,840.64
1651.47,LOW,13,4,MIXED,CLEAR,1415.55
2618.98,LOW,15,0,MIXED,CLEAR,2244.84
891.04,LOW,5,1,HIGHWAY,CLEAR,534.62
175.97,LOW,18,3,URBAN,SNOW,527.91
2143.53,LOW,21,6,MIXED,SNOW,2755.97
189.07,HIGH,0,2,HIGHWAY,CLEAR,355.86
2818.76,LOW,9,5,MIXED,RAIN,2778.49
1189.47,MEDIUM,19,1,MIXED,CLEAR,1427.36
756.54,HIGH,11,3,MIXED,RAIN,1740.04
1011.59,LOW,2,0,HIGHWAY,CLEAR,606.95
2517.25,LOW,19,5,URBAN,CLEAR,5034.5
1952.71,LOW,18,5,URBAN,RAIN,4491.23
1717.61,MEDIUM,5,2,URBAN,CLEAR,5152.83
1855.23,LOW,3,5,HIGHWAY,CLEAR,2136.33
2606.32,MEDIUM,14,6,MIXED,SNOW,4691.38
853.62,MEDIUM,18,6,URBAN,CLEAR,2560.86
780.84,LOW,7,0,MIXED,CLEAR,669.29
1657.28,LOW,17,2,URBAN,CLEAR,3314.56
2472.04,LOW,19,6,HIGHWAY,RAIN,1705.71
2477.61,MEDIUM,22,5,URBAN,CLEAR,7432.83
511.26,MEDIUM,8,5,URBAN,RAIN,1763.85
1553.37,LOW,18,0,URBAN,CLEAR,3106.74
1753.81,LOW,23,4,URBAN,CLEAR,3507.62
947.89,LOW,10,1,URBAN,CLEAR,1895.78
1982.61,LOW,7,0,MIXED,CLEAR,1699.38
276.86,LOW,10,5,URBAN,CLEAR,553.72
2268.1,LOW,18,3,HIGHWAY,SNOW,2041.29
2701.0,HIGH,19,3,URBAN,CLEAR,16206.0
142.79,MEDIUM,21,3,HIGHWAY,SNOW,160.64
1428.14,HIGH,19,1,URBAN,RAIN,9854.17
2181.95,LOW,20,0,URBAN,CLEAR,4363.9
1673.23,LOW,6,6,MIXED,RAIN,1649.33
1315.89,HIGH,22,2,HIGHWAY,FOG,1644.86
945.34,MEDIUM,2,6,URBAN,SNOW,4254.03
1125.5,LOW,6,2,URBAN,CLEAR,2251.0
694.29,LOW,15,5,URBAN,CLEAR,1388.58
307.01,LOW,5,2,URBAN,SNOW,921.03
2259.32,LOW,10,0,URBAN,CLEAR,4518.64
1906.55,LOW,17,1,MIXED,RAIN,1879.31
619.55,LOW,13,6,URBAN,CLEAR,1239.1
2530.65,LOW,17,6,HIGHWAY,RAIN,1746.15
1583.44,MEDIUM,19,6,HIGHWAY,FOG,1484.47
1465.74,LOW,22,0,HIGHWAY,FOG,1099.31
536.5,LOW,17,3,HIGHWAY,CLEAR,321.9
1009.14,MEDIUM,13,0,HIGHWAY,CLEAR,756.86
1756.93,LOW,7,6,URBAN,CLEAR,3513.86
1198.0,MEDIUM,21,0,HIGHWAY,CLEAR,898.5
2024.14,LOW,6,3,URBAN,CLEAR,4048.28
233.08,MEDIUM,22,1,MIXED,RAIN,321.65
2672.96,HIGH,3,4,URBAN,CLEAR,16037.76
751.68,HIGH,20,4,HIGHWAY,CLEAR,751.68
2484.81,MEDIUM,10,3,URBAN,RAIN,8572.59
1621.25,MEDIUM,11,5,URBAN,RAIN,5593.31
2735.23,LOW,16,5,MIXED,CLEAR,2344.48
1157.45,HIGH,5,6,URBAN,CLEAR,6944.7
449.29,LOW,16,6,MIXED,SNOW,577.66
1295.01,MEDIUM,9,0,URBAN,CLEAR,7738.55
2424.71,LOW,22,5,MIXED,CLEAR,2078.32
288.73,LOW,7,1,URBAN,CLEAR,577.46
1115.64,LOW,12,3,URBAN,CLEAR,2231.28
2795.32,LOW,3,3,URBAN,CLEAR,5590.64
1293.84,HIGH,11,4,URBAN,SNOW,11644.56
347.8,LOW,2,4,URBAN,CLEAR,695.6
2464.54,LOW,20,1,MIXED,CLEAR,2112.46
2963.43,LOW,7,6,HIGHWAY,FOG,2222.57
2014.47,LOW,14,4,URBAN,CLEAR,4028.94
735.12,MEDIUM,4,2,URBAN,RAIN,2536.16
962.63,LOW,3,3,HIGHWAY,RAIN,664.21
2749.3,MEDIUM,4,2,URBAN,CLEAR,8247.9
1916.34,HIGH,5,5,URBAN,CLEAR,11498.04
15.24,MEDIUM,5,3,URBAN,CLEAR,45.72
972.41,LOW,8,4,HIGHWAY,FOG,729.31
1996.37,LOW,15,5,MIXED,CLEAR,1711.17
1039.5,LOW,13,4,HIGHWAY,CLEAR,623.7
690.41,LOW,8,4,URBAN,RAIN,1587.94
2221.59,LOW,17,0,MIXED,CLEAR,1904.22
66.82,HIGH,11,2,MIXED,CLEAR,133.64
1898.06,LOW,23,1,URBAN,FOG,4745.15
2190.99,MEDIUM,18,4,HIGHWAY,CLEAR,1643.24
234.47,LOW,2,0,URBAN,CLEAR,468.94
2423.6,MEDIUM,8,6,URBAN,RAIN,8361.42
2646.17,MEDIUM,12,0,URBAN,CLEAR,7938.51
1848.88,HIGH,22,0,HIGHWAY,CLEAR,1848.88
1660.83,HIGH,8,1,URBAN,CLEAR,9964.98
1214.09,LOW,6,0,HIGHWAY,CLEAR,728.45
636.57,MEDIUM,21,5,URBAN,CLEAR,1909.71
609.83,MEDIUM,10,1,MIXED,CLEAR,731.8
2765.55,LOW,11,1,MIXED,SNOW,3555.71
1359.76,LOW,20,5,HIGHWAY,RAIN,1868.67
1977.03,LOW,18,4,MIXED,CLEAR,1694.6
983.29,LOW,8,0,MIXED,FOG,1053.52
598.0,HIGH,3,3,URBAN,CLEAR,5854.71
579.21,MEDIUM,13,2,HIGHWAY,CLEAR,434.41
2879.22,LOW,13,3,URBAN,CLEAR,5758.44
1521.22,HIGH,17,4,MIXED,RAIN,3498.81
569.43,MEDIUM,13,2,MIXED,CLEAR,683.32
2688.86,LOW,13,1,URBAN,CLEAR,9860.16
2878.63,LOW,21,5,HIGHWAY,CLEAR,1727.18
1930.06,HIGH,3,4,MIXED,SNOW,5790.18
1448.19,MEDIUM,9,5,URBAN,SNOW,6516.86
2841.35,LOW,10,0,HIGHWAY,CLEAR,1704.81
310.46,LOW,3,6,MIXED,CLEAR,266.11
2938.28,MEDIUM,23,3,MIXED,CLEAR,3525.94
128.19,MEDIUM,13,2,URBAN,CLEAR,384.57
2006.92,LOW,5,3,HIGHWAY,CLEAR,1204.15
189.46,LOW,22,2,HIGHWAY,CLEAR,113.68
285.63,MEDIUM,20,5,URBAN,RAIN,985.42
711.16,MEDIUM,1,3,MIXED,CLEAR,853.39
2363.18,MEDIUM,5,5,URBAN,CLEAR,7089.54
2698.19,HIGH,21,3,URBAN,RAIN,18617.51
2843.21,LOW,10,2,URBAN,CLEAR,5686.42
259.61,HIGH,22,1,HIGHWAY,CLEAR,449.38
1769.99,LOW,17,2,MIXED,CLEAR,2387.67
840.1,LOW,2,0,MIXED,CLEAR,1285.09
1120.53,LOW,5,2,HIGHWAY,CLEAR,672.32
2697.02,HIGH,0,0,URBAN,CLEAR,16182.12
664.51,LOW,14,5,URBAN,SNOW,1993.53
1220.63,LOW,10,6,HIGHWAY,RAIN,842.23
2257.04,LOW,9,3,URBAN,CLEAR,4514.08
652.1,HIGH,7,3,MIXED,CLEAR,1304.2
1986.68,HIGH,16,6,MIXED,CLEAR,3973.36
639.93,MEDIUM,19,6,MIXED,CLEAR,767.92
2242.91,LOW,18,0,MIXED,CLEAR,1922.49
259.58,MEDIUM,3,3,URBAN,CLEAR,778.74
689.57,LOW,12,0,HIGHWAY,SNOW,620.61
2568.72,MEDIUM,4,4,HIGHWAY,RAIN,2215.52
1383.84,HIGH,21,3,HIGHWAY,CLEAR,1383.84
593.4,LOW,22,0,MIXED,CLEAR,508.63
2582.86,HIGH,16,0,URBAN,SNOW,23245.74
837.69,LOW,10,1,MIXED,CLEAR,718.02
1584.28,LOW,5,4,HIGHWAY,CLEAR,950.57
1469.43,LOW,4,0,HIGHWAY,RAIN,1013.91
2485.97,HIGH,13,4,MIXED,CLEAR,4971.94
1520.48,LOW,2,0,MIXED,CLEAR,1303.27
949.56,LOW,9,5,HIGHWAY,CLEAR,569.74
1107.87,MEDIUM,4,3,HIGHWAY,RAIN,955.54
908.12,HIGH,12,5,URBAN,FOG,6810.9
1522.51,MEDIUM,20,5,MIXED,CLEAR,1827.01
1457.35,LOW,15,4,MIXED,CLEAR,1249.16
1793.32,LOW,11,5,HIGHWAY,RAIN,1237.39
2828.15,LOW,0,1,URBAN,CLEAR,5656.3
544.02,HIGH,14,4,MIXED,CLEAR,1088.04
1653.52,HIGH,12,6,URBAN,SNOW,14881.68
2796.12,HIGH,18,0,MIXED,CLEAR,5592.24
1452.12,HIGH,12,2,MIXED,CLEAR,2904.24
2011.16,LOW,0,6,URBAN,CLEAR,4022.32
2109.48,LOW,2,4,URBAN,CLEAR,4218.96
2642.29,MEDIUM,6,3,URBAN,CLEAR,7926.87
897.85,HIGH,23,4,HIGHWAY,CLEAR,897.85
2846.14,LOW,21,6,MIXED,CLEAR,2439.55
2287.58,LOW,10,1,URBAN,SNOW,6862.74
954.55,LOW,22,3,URBAN,CLEAR,2922.16
2584.21,LOW,13,0,URBAN,RAIN,5943.68
1317.49,LOW,6,5,URBAN,CLEAR,2634.98
338.48,MEDIUM,8,1,HIGHWAY,RAIN,291.94
1321.5,MEDIUM,8,2,URBAN,CLEAR,3964.5
1858.5,MEDIUM,7,5,MIXED,FOG,2787.75
1377.91,LOW,11,1,URBAN,CLEAR,2755.82
155.55,LOW,7,6,MIXED,CLEAR,133.33
706.0,MEDIUM,12,3,MIXED,CLEAR,847.2
739.02,LOW,5,3,URBAN,RAIN,1699.75
1125.48,HIGH,8,3,HIGHWAY,CLEAR,1125.48
739.26,LOW,3,6,MIXED,RAIN,728.7
2085.5,LOW,2,3,URBAN,CLEAR,4171.0
2343.25,HIGH,10,3,URBAN,CLEAR,21052.57
2108.88,MEDIUM,9,5,HIGHWAY,CLEAR,1581.66
2243.92,LOW,21,0,HIGHWAY,SNOW,2019.53
1398.15,MEDIUM,20,4,MIXED,CLEAR,2107.62
111.76,LOW,18,1,MIXED,CLEAR,95.79
113.82,LOW,3,6,MIXED,CLEAR,97.56
625.17,HIGH,4,3,HIGHWAY,CLEAR,625.17
2147.25,LOW,19,5,HIGHWAY,RAIN,1481.6
2165.99,MEDIUM,4,6,MIXED,CLEAR,2599.19
665.99,LOW,15,1,MIXED,RAIN,656.48
1446.91,HIGH,2,4,URBAN,SNOW,13022.19
1998.03,LOW,2,3,URBAN,RAIN,4595.47
2496.9,LOW,18,3,HIGHWAY,CLEAR,1498.14
2427.04,LOW,6,0,URBAN,CLEAR,4854.08
2700.02,LOW,6,2,MIXED,RAIN,2661.45
1778.82,MEDIUM,0,1,URBAN,CLEAR,5336.46
2111.83,LOW,8,2,URBAN,FOG,5279.57
1279.64,HIGH,15,0,MIXED,RAIN,2943.17
1420.74,LOW,16,3,MIXED,CLEAR,1217.78
2952.48,MEDIUM,7,5,MIXED,CLEAR,3542.98
1703.35,LOW,13,2,HIGHWAY,RAIN,1175.31
1961.86,LOW,6,2,MIXED,RAIN,1933.83
2397.9,MEDIUM,1,1,MIXED,CLEAR,2877.48
93.65,LOW,7,0,MIXED,CLEAR,80.27
2056.96,MEDIUM,8,1,HIGHWAY,CLEAR,1542.72
1997.04,HIGH,20,5,MIXED,SNOW,5991.12
589.52,MEDIUM,20,5,MIXED,CLEAR,707.42
205.97,HIGH,5,5,MIXED,FOG,514.92
100.82,LOW,10,2,URBAN,CLEAR,201.64
894.66,MEDIUM,15,4,URBAN,CLEAR,2683.98
1750.63,MEDIUM,10,0,MIXED,CLEAR,2100.76
2762.16,MEDIUM,20,2,MIXED,CLEAR,3314.59
1020.35,MEDIUM,2,3,URBAN,CLEAR,3061.05
1725.02,LOW,7,4,MIXED,CLEAR,1478.59
1275.07,HIGH,13,5,URBAN,FOG,13138.59
2170.89,LOW,17,5,URBAN,RAIN,4993.05
513.64,LOW,14,3,MIXED,RAIN,506.3
235.44,MEDIUM,8,5,MIXED,CLEAR,282.53
7.68,MEDIUM,0,6,HIGHWAY,RAIN,6.62
547.6,HIGH,16,1,HIGHWAY,FOG,684.5
740.18,LOW,5,1,HIGHWAY,CLEAR,444.11
185.48,HIGH,3,1,URBAN,SNOW,1669.32
2637.52,LOW,21,5,URBAN,CLEAR,5275.04
1216.28,LOW,14,3,MIXED,CLEAR,1042.53
1501.44,LOW,1,1,URBAN,FOG,3753.6
278.48,MEDIUM,6,6,URBAN,RAIN,960.76
187.16,LOW,2,2,HIGHWAY,CLEAR,112.3
758.4,HIGH,14,6,HIGHWAY,CLEAR,758.4
2961.68,LOW,10,4,MIXED,RAIN,2919.37
2112.68,LOW,3,5,MIXED,RAIN,2082.5
1778.03,LOW,0,0,HIGHWAY,SNOW,1600.23
816.59,LOW,7,5,MIXED,RAIN,804.92
1295.42,MEDIUM,17,1,URBAN,RAIN,4469.2
1133.36,MEDIUM,18,0,URBAN,CLEAR,3400.08
686.53,HIGH,6,6,MIXED,CLEAR,1373.06
1128.47,LOW,21,2,URBAN,SNOW,3385.41
316.61,LOW,12,1,URBAN,FOG,791.53
436.83,LOW,1,4,MIXED,CLEAR,374.43
1791.72,LOW,13,1,MIXED,CLEAR,1535.76
1062.65,MEDIUM,0,2,URBAN,CLEAR,3187.95
2703.9,HIGH,4,3,URBAN,SNOW,24335.1
723.64,HIGH,13,2,HIGHWAY,RAIN,832.19
2968.46,LOW,9,5,HIGHWAY,FOG,2226.35
1112.29,LOW,10,6,HIGHWAY,FOG,834.22
2229.47,LOW,20,4,HIGHWAY,CLEAR,1337.68
91.91,LOW,7,0,HIGHWAY,CLEAR,55.15
2813.81,MEDIUM,22,0,MIXED,CLEAR,3376.57
2734.99,MEDIUM,22,4,URBAN,CLEAR,8204.97
1159.2,HIGH,3,4,MIXED,CLEAR,2318.4
2734.2,LOW,3,3,MIXED,RAIN,2695.14
1806.59,LOW,3,1,URBAN,CLEAR,3613.18
288.56,LOW,16,3,HIGHWAY,CLEAR,173.14
